customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,state,city,latitude,longitude,age,married,referred_a_friend,number_of_referrals,offer,avg_monthly_gb_download,streaming_music,unlimited_data,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,satisfaction_level,open_issue_count,close_issue_count,support_interaction_count,resolution_status_open_closed
9447-YPTBX,Female,0,Yes    ,No        ,50,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,One year      ,Yes             ,Bank transfer (automatic),19.85,California,Alhambra              ,34.090925,-118.128164,30,Yes    ,Yes              ,1,None   ,0,No             ,No            ,0.0,0,1405.0,2348.1,High,1,4,5,Resolved
2937-FTHUR,Female,0,No     ,Yes       ,18,Yes         ,Yes             ,DSL            ,No                 ,No                 ,Yes                ,Month-to-month,No              ,Electronic check         ,64.8,California,Cedar Glen            ,34.255203,-117.175654,45,No     ,No               ,0,Offer D,28,Yes            ,Yes           ,0.0,0,764.1,1930.8,High,1,4,5,Resolved
7901-HXJVA,Male  ,0,No     ,No        ,14,Yes         ,No              ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,No              ,Electronic check         ,76.45,California,Chico                 ,39.681488,-121.83721,20,No     ,No               ,0,None   ,26,No             ,Yes           ,0.0,0,258.44,1375.99,High,1,6,7,Resolved
9027-TMATR,Female,0,Yes    ,No        ,43,Yes         ,No              ,DSL            ,Yes                ,Yes                ,Yes                ,Two year      ,Yes             ,Electronic check         ,78.8,California,Warner Springs        ,33.323705,-116.626907,42,Yes    ,Yes              ,1,None   ,27,Yes            ,Yes           ,24.9,0,1656.79,5092.1900000000005,High,0,3,3,Resolved
2150-WLKUW,Female,0,Yes    ,No        ,40,Yes         ,Yes             ,DSL            ,No                 ,Yes                ,No                 ,One year      ,No              ,Bank transfer (automatic),63.9,California,Banning               ,33.936298,-116.849577,27,Yes    ,Yes              ,4,Offer B,52,No             ,Yes           ,0.0,0,1684.0,4319.0,Medium,0,5,5,Resolved
4248-QPAVC,Female,1,Yes    ,No        ,17,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Bank transfer (automatic),85.35,California,Portola               ,39.786755,-120.445626,80,Yes    ,Yes              ,1,Offer D,6,No             ,Yes           ,0.0,0,625.94,2089.3900000000003,Low,7,0,7,Resolved
7459-RRWQZ,Female,0,No     ,No        ,15,Yes         ,Yes             ,DSL            ,No                 ,No                 ,Yes                ,Month-to-month,Yes             ,Bank transfer (automatic),64.65,California,Shasta                ,40.617614,-122.512861,51,No     ,No               ,0,Offer D,26,Yes            ,Yes           ,0.0,0,713.55,1708.1,Low,8,1,9,Resolved
4432-ADRLB,Male  ,0,No     ,No        ,2,Yes         ,No              ,DSL            ,No                 ,No                 ,No                 ,Month-to-month,No              ,Mailed check             ,44.65,California,Montague              ,41.759864,-122.379175,46,No     ,No               ,0,None   ,11,No             ,No            ,0.0,10,49.8,134.7,Low,9,1,10,NotResolved
0193-ESZXP,Female,1,Yes    ,No        ,58,Yes         ,No              ,Fiber optic    ,Yes                ,Yes                ,Yes                ,One year      ,Yes             ,Credit card (automatic)  ,105.5,California,Oceano                ,35.059695,-120.604741,73,Yes    ,Yes              ,1,None   ,19,Yes            ,Yes           ,0.0,0,982.52,7188.02,Low,10,1,11,Resolved
8199-ZLLSA,Male  ,0,No     ,No        ,67,Yes         ,Yes             ,Fiber optic    ,Yes                ,Yes                ,Yes                ,One year      ,Yes             ,Bank transfer (automatic),118.35,California,Tujunga               ,34.296574,-118.244839,53,No     ,No               ,0,None   ,27,Yes            ,Yes           ,0.0,0,1518.22,9322.37,Low,9,0,9,Resolved
4905-JEFDW,Male  ,0,No     ,No        ,11,No          ,No phone service,DSL            ,No                 ,Yes                ,No                 ,One year      ,Yes             ,Electronic check         ,41.6,California,Palo Alto             ,37.416159,-122.131337,39,No     ,No               ,0,None   ,5,No             ,Yes           ,0.0,0,0.0,470.6,Low,8,1,9,Resolved
6741-QRLUP,Female,0,No     ,No        ,63,Yes         ,Yes             ,DSL            ,Yes                ,No                 ,Yes                ,Two year      ,Yes             ,Credit card (automatic)  ,80.3,California,Olema                 ,38.052209,-122.775567,50,No     ,No               ,0,None   ,26,Yes            ,Yes           ,0.0,0,1974.42,6969.77,Medium,7,1,8,Resolved
0322-YINQP,Male  ,0,No     ,No        ,1,Yes         ,No              ,DSL            ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Mailed check             ,48.55,California,Covina                ,34.084747,-117.886844,37,No     ,No               ,0,None   ,9,No             ,Yes           ,0.0,0,11.35,59.9,Low,7,1,8,NotResolved
2259-OUUSZ,Male  ,0,No     ,No        ,7,No          ,No phone service,DSL            ,Yes                ,No                 ,No                 ,One year      ,Yes             ,Credit card (automatic)  ,35.5,California,San Diego             ,32.71346,-117.236378,28,No     ,No               ,0,Offer E,48,No             ,Yes           ,0.0,0,0.0,249.55,Medium,0,5,5,Resolved
9835-ZIITK,Male  ,1,Yes    ,No        ,66,Yes         ,Yes             ,Fiber optic    ,Yes                ,Yes                ,Yes                ,One year      ,Yes             ,Electronic check         ,110.85,California,Campbell              ,37.279689,-121.954567,66,Yes    ,Yes              ,1,None   ,13,No             ,Yes           ,0.0,0,3225.42,10717.17,Low,7,0,7,Resolved
3873-NFTGI,Male  ,0,No     ,No        ,14,Yes         ,Yes             ,DSL            ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Credit card (automatic)  ,55.5,California,Fresno                ,36.768774,-119.762633,54,No     ,No               ,0,Offer D,21,No             ,Yes           ,0.0,0,258.72,1026.27,High,6,0,6,Resolved
3769-MHZNV,Female,0,Yes    ,Yes       ,33,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Two year      ,No              ,Mailed check             ,20.1,California,Salyer                ,40.89866,-123.539754,61,Yes    ,Yes              ,2,None   ,0,No             ,No            ,0.0,0,800.91,1471.26,Medium,1,3,4,Resolved
4484-GLZOU,Female,0,Yes    ,No        ,52,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Electronic check         ,105.05,California,San Dimas             ,34.102119,-117.815532,20,Yes    ,Yes              ,6,None   ,48,Yes            ,Yes           ,27.6,0,550.68,6147.93,Low,6,1,7,NotResolved
1596-BBVTG,Male  ,0,No     ,No        ,35,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,No              ,Credit card (automatic)  ,75.35,California,Fresno                ,36.833002,-119.82947,53,No     ,No               ,0,Offer C,21,No             ,Yes           ,0.0,0,876.4,3512.4500000000003,Medium,7,1,8,Resolved
0201-OAMXR,Female,0,No     ,No        ,70,Yes         ,Yes             ,Fiber optic    ,Yes                ,Yes                ,Yes                ,One year      ,No              ,Credit card (automatic)  ,115.55,California,Mckinleyville         ,40.965011,-124.015255,30,No     ,No               ,0,Offer A,52,Yes            ,Yes           ,0.0,0,714.7,8842.300000000001,Low,8,1,9,Resolved
1689-MRZQR,Male  ,0,Yes    ,Yes       ,34,Yes         ,No              ,Fiber optic    ,No                 ,Yes                ,No                 ,Month-to-month,No              ,Electronic check         ,78.3,California,Turlock               ,37.529656,-120.854357,36,Yes    ,Yes              ,1,None   ,12,No             ,Yes           ,0.0,0,457.3,3021.6000000000004,Medium,7,1,8,Resolved
8748-HFWBO,Male  ,0,Yes    ,Yes       ,19,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,One year      ,No              ,Mailed check             ,19.9,California,Camino                ,38.748316,-120.675512,49,Yes    ,Yes              ,2,Offer D,0,No             ,No            ,0.0,0,616.93,974.63,High,0,3,3,Resolved
