customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,state,city,latitude,longitude,age,married,referred_a_friend,number_of_referrals,offer,avg_monthly_gb_download,streaming_music,unlimited_data,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,satisfaction_level,open_issue_count,close_issue_count,support_interaction_count,resolution_status_open_closed
7273-TEFQD,Male  ,1,No     ,No        ,3,No          ,No phone service,DSL            ,No                 ,No                 ,Yes                ,Month-to-month,Yes             ,Electronic check         ,41.15,California,La Puente             ,34.038983,-117.991372,67,No     ,No               ,0,Offer E,28,Yes            ,Yes           ,0.0,0,0.0,132.2,Low,9,0,9,Resolved
7779-ORAEL,Male  ,1,Yes    ,No        ,45,Yes         ,Yes             ,DSL            ,Yes                ,No                 ,Yes                ,Two year      ,No              ,Credit card (automatic)  ,75.15,California,Mi Wuk Village        ,38.121601,-120.133915,77,Yes    ,Yes              ,4,None   ,22,No             ,Yes           ,0.0,0,422.55,3902.9,Medium,1,6,7,Resolved
6650-VJONK,Male  ,0,No     ,No        ,1,Yes         ,No              ,DSL            ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Bank transfer (automatic),43.85,California,Carson                ,33.859171,-118.252272,54,No     ,No               ,0,None   ,27,No             ,No            ,0.0,10,15.9,69.75,High,1,4,5,NotResolved
6900-PXRMS,Male  ,1,Yes    ,Yes       ,26,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,Month-to-month,No              ,Electronic check         ,105.75,California,Spring Valley         ,32.730264,-116.950963,72,Yes    ,No               ,0,Offer C,18,Yes            ,No            ,0.0,90,32.76,2833.01,Low,10,1,11,Resolved
3520-FJGCV,Male  ,0,Yes    ,Yes       ,72,Yes         ,Yes             ,Fiber optic    ,Yes                ,Yes                ,Yes                ,Two year      ,Yes             ,Credit card (automatic)  ,112.6,California,San Diego             ,32.807867,-117.060993,47,Yes    ,Yes              ,2,None   ,14,Yes            ,Yes           ,0.0,0,1245.6,9372.25,Medium,7,1,8,Resolved
2921-XWDJH,Female,1,Yes    ,No        ,38,Yes         ,No              ,Fiber optic    ,No                 ,No                 ,Yes                ,Month-to-month,Yes             ,Electronic check         ,83.45,California,Glendale              ,34.167926,-118.267539,76,Yes    ,No               ,0,None   ,15,No             ,Yes           ,24.98,0,129.96,3252.13,Medium,1,5,6,Resolved
4547-LYTDD,Female,0,No     ,No        ,16,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,No              ,Electronic check         ,72.65,California,North Hollywood       ,34.1692,-118.372498,35,No     ,No               ,0,Offer D,17,No             ,Yes           ,0.0,0,751.84,1946.14,Low,7,1,8,Resolved
6921-OZMFH,Male  ,0,Yes    ,Yes       ,5,Yes         ,Yes             ,DSL            ,Yes                ,No                 ,No                 ,Month-to-month,Yes             ,Mailed check             ,55.7,California,Santa Clara           ,37.348129,-121.98469,38,Yes    ,Yes              ,3,None   ,12,No             ,Yes           ,0.0,0,94.85,354.25,Medium,0,5,5,Resolved
7176-WRTNX,Male  ,0,No     ,No        ,70,Yes         ,Yes             ,Fiber optic    ,Yes                ,Yes                ,Yes                ,Two year      ,Yes             ,Bank transfer (automatic),114.95,California,Ventura               ,34.278697,-119.167798,51,No     ,No               ,0,Offer A,30,Yes            ,Yes           ,0.0,0,1024.1,8735.35,Medium,1,3,4,Resolved
4587-NUKOX,Female,0,No     ,No        ,3,Yes         ,No              ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Electronic check         ,79.1,California,Walnut                ,34.018354,-117.85492,60,No     ,No               ,0,Offer E,2,No             ,Yes           ,0.0,0,97.29,343.79,Low,7,0,7,Resolved
3927-NLNRY,Male  ,0,Yes    ,No        ,53,Yes         ,No              ,Fiber optic    ,No                 ,Yes                ,Yes                ,One year      ,Yes             ,Bank transfer (automatic),94.25,California,Long Barn             ,38.109125,-120.078597,48,Yes    ,Yes              ,1,Offer B,9,Yes            ,Yes           ,0.0,0,835.81,5703.76,Medium,9,0,9,NotResolved
0876-WDUUZ,Female,0,No     ,No        ,5,Yes         ,No              ,Fiber optic    ,Yes                ,No                 ,Yes                ,Month-to-month,Yes             ,Credit card (automatic)  ,85.4,California,Pine Grove            ,38.400264,-120.641274,62,No     ,No               ,0,Offer E,17,Yes            ,Yes           ,0.0,0,217.55,643.4499999999999,Low,9,1,10,Resolved
7845-URHJN,Female,0,Yes    ,No        ,8,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,No              ,Bank transfer (automatic),20.15,California,Hacienda Heights      ,33.998471,-117.973758,24,Yes    ,Yes              ,1,None   ,0,No             ,No            ,0.0,0,90.8,247.05,Medium,9,1,10,Resolved
1299-AURJA,Female,0,Yes    ,Yes       ,70,Yes         ,Yes             ,No             ,No internet service,No internet service,No internet service,Two year      ,No              ,Bank transfer (automatic),24.7,California,Twain Harte           ,38.107441,-120.230625,43,Yes    ,Yes              ,8,None   ,0,No             ,No            ,0.0,0,2123.1,3809.0,High,1,6,7,Resolved
3627-FHKBK,Female,0,No     ,No        ,1,Yes         ,No              ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,No              ,Mailed check             ,75.3,California,Anaheim               ,33.83796,-117.870494,28,No     ,No               ,0,None   ,51,No             ,Yes           ,0.0,0,4.13,79.42999999999999,Low,8,0,8,Resolved
7746-QYVCO,Male  ,0,Yes    ,Yes       ,16,Yes         ,No              ,DSL            ,No                 ,No                 ,No                 ,One year      ,Yes             ,Mailed check             ,55.85,California,White Water           ,33.972293,-116.654195,57,Yes    ,Yes              ,1,Offer D,17,No             ,Yes           ,0.0,0,336.64,1194.44,Medium,1,6,7,Resolved
2446-PLQVO,Male  ,0,No     ,No        ,1,Yes         ,No              ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Electronic check         ,70.3,California,Santa Clarita         ,34.502432,-118.41459,32,No     ,No               ,0,Offer E,7,No             ,Yes           ,0.0,0,5.67,75.97,Low,7,1,8,Resolved
5687-DKDTV,Female,0,No     ,No        ,4,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,No              ,Mailed check             ,20.35,California,Bellflower            ,33.887676,-118.127289,35,No     ,No               ,0,None   ,0,No             ,No            ,0.0,0,150.64,228.14,Medium,7,1,8,Resolved
0925-VYDLG,Female,0,No     ,No        ,3,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,No              ,Electronic check         ,75.25,California,Ludlow                ,34.702766,-116.093376,40,No     ,No               ,0,None   ,25,No             ,Yes           ,0.0,0,53.61,295.61,Medium,8,1,9,Resolved
5093-FEGLU,Female,0,Yes    ,No        ,47,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Two year      ,No              ,Bank transfer (automatic),19.65,California,San Francisco         ,37.789168,-122.395009,21,Yes    ,Yes              ,1,Offer B,0,No             ,No            ,0.0,0,2157.3,3078.8499999999995,High,0,3,3,Resolved
7657-DYEPJ,Male  ,1,No     ,No        ,38,Yes         ,No              ,DSL            ,Yes                ,Yes                ,No                 ,One year      ,Yes             ,Credit card (automatic)  ,70.15,California,Los Angeles           ,34.066303,-118.435479,73,No     ,No               ,0,Offer C,30,No             ,Yes           ,0.0,0,218.5,2715.85,Medium,8,1,9,NotResolved
8647-SDTWQ,Male  ,0,Yes    ,Yes       ,57,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Electronic check         ,74.3,California,Hood                  ,38.375325,-121.507935,59,Yes    ,Yes              ,4,Offer B,22,No             ,No            ,0.0,70,2847.15,6935.5,High,6,0,6,Resolved
3315-TOTBP,Male  ,0,No     ,No        ,15,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Mailed check             ,76.0,California,Mill Creek            ,40.331975,-121.460674,29,No     ,No               ,0,Offer D,52,Yes            ,Yes           ,0.0,0,672.9,1803.75,Low,7,0,7,Resolved
