customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,state,city,latitude,longitude,age,married,referred_a_friend,number_of_referrals,offer,avg_monthly_gb_download,streaming_music,unlimited_data,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,satisfaction_level,open_issue_count,close_issue_count,support_interaction_count,resolution_status_open_closed
2868-MZAGQ,Male  ,0,No     ,No        ,1,Yes         ,No              ,Fiber optic    ,No                 ,No                 ,Yes                ,Month-to-month,Yes             ,Electronic check         ,79.25,California,Modesto               ,37.639029,-120.964772,49,No     ,No               ,0,Offer E,5,Yes            ,Yes           ,0.0,0,19.98,99.23,Low,8,0,8,Resolved
3889-VWBID,Male  ,0,Yes    ,Yes       ,68,Yes         ,No              ,DSL            ,Yes                ,Yes                ,Yes                ,Two year      ,No              ,Bank transfer (automatic),82.85,California,Antelope              ,38.715498,-121.363411,52,Yes    ,Yes              ,1,None   ,27,Yes            ,Yes           ,0.0,0,1876.12,7652.57,High,1,5,6,NotResolved
0464-WJTKO,Female,0,Yes    ,Yes       ,72,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Two year      ,No              ,Bank transfer (automatic),20.1,California,Cedarville            ,41.505916,-120.152505,39,Yes    ,Yes              ,10,None   ,0,No             ,No            ,0.0,0,1020.24,2481.09,High,0,4,4,Resolved
8016-NCFVO,Male  ,1,No     ,No        ,55,Yes         ,Yes             ,Fiber optic    ,Yes                ,Yes                ,Yes                ,Month-to-month,Yes             ,Electronic check         ,116.5,California,Glendale              ,34.153338,-118.262974,70,No     ,No               ,0,None   ,10,No             ,Yes           ,0.0,0,1611.5,7994.05,High,0,6,6,Resolved
0402-CQAJN,Female,0,No     ,No        ,37,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Bank transfer (automatic),101.9,California,El Monte              ,34.074492,-118.01462,22,No     ,No               ,0,None   ,59,Yes            ,Yes           ,0.0,0,889.48,4434.83,Medium,8,1,9,NotResolved
7722-VJRQD,Male  ,0,Yes    ,Yes       ,72,No          ,No phone service,DSL            ,Yes                ,Yes                ,Yes                ,Two year      ,No              ,Bank transfer (automatic),60.95,California,Brooks                ,38.809804,-122.241383,38,Yes    ,Yes              ,8,None   ,15,Yes            ,Yes           ,0.0,0,0.0,4549.05,High,0,3,3,Resolved
3523-BRGUW,Male  ,1,No     ,No        ,26,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,One year      ,No              ,Credit card (automatic)  ,19.3,California,Los Altos             ,37.349546,-122.134356,65,No     ,No               ,0,Offer C,0,No             ,No            ,9.49,0,776.88,1271.59,High,6,0,6,Resolved
8155-IBNHG,Female,0,Yes    ,No        ,24,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Credit card (automatic)  ,75.4,California,San Diego             ,32.747484,-117.166877,55,Yes    ,Yes              ,1,None   ,29,No             ,Yes           ,0.0,0,425.52,2173.37,Medium,7,0,7,Resolved
0479-HMSWA,Female,0,No     ,Yes       ,26,Yes         ,No              ,Fiber optic    ,Yes                ,Yes                ,Yes                ,Two year      ,Yes             ,Electronic check         ,105.45,California,San Clemente          ,33.429488,-117.609432,63,No     ,No               ,0,Offer C,19,Yes            ,Yes           ,0.0,0,64.48,2779.78,High,6,1,7,Resolved
0880-FVFWF,Male  ,0,No     ,No        ,56,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Electronic check         ,86.4,California,Livermore             ,37.571748,-121.659562,32,No     ,No               ,0,Offer B,13,No             ,Yes           ,0.0,0,2080.4,7002.799999999999,High,6,0,6,Resolved
7196-LIWRH,Female,0,No     ,No        ,6,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Two year      ,No              ,Mailed check             ,19.55,California,Oroville              ,39.624561,-121.552866,61,No     ,No               ,0,Offer E,0,No             ,No            ,0.0,0,44.1,168.55,High,6,0,6,Resolved
4531-AUZNK,Female,0,Yes    ,Yes       ,51,Yes         ,Yes             ,Fiber optic    ,Yes                ,Yes                ,No                 ,One year      ,Yes             ,Mailed check             ,95.15,California,Oakland               ,37.808731,-122.238708,21,Yes    ,Yes              ,2,Offer B,47,Yes            ,Yes           ,0.0,0,939.42,5939.47,Medium,1,3,4,NotResolved
3165-HDOEW,Male  ,0,Yes    ,Yes       ,1,Yes         ,No              ,DSL            ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Mailed check             ,45.85,California,Salida                ,37.713152,-121.08739,47,Yes    ,Yes              ,1,None   ,6,No             ,Yes           ,0.0,0,14.9,60.75,Low,7,0,7,Resolved
4228-ZGYUW,Male  ,0,No     ,No        ,4,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,Yes                ,Month-to-month,Yes             ,Electronic check         ,90.05,California,San Francisco         ,37.791998,-122.408653,42,No     ,No               ,0,Offer E,11,Yes            ,No            ,0.0,30,48.96,447.06,Medium,9,1,10,Resolved
4192-GORJT,Male  ,0,Yes    ,No        ,5,Yes         ,No              ,Fiber optic    ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Electronic check         ,94.45,California,Fremont               ,37.555473,-122.080312,43,Yes    ,Yes              ,1,None   ,24,Yes            ,Yes           ,0.0,0,196.8,694.9000000000001,Low,7,1,8,Resolved
8022-BECSI,Male  ,0,No     ,No        ,22,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,One year      ,No              ,Mailed check             ,19.6,California,Santa Ysabel          ,33.174725,-116.743329,62,No     ,No               ,0,None   ,0,No             ,No            ,0.0,0,450.12,872.62,High,1,4,5,Resolved
3935-TBRZZ,Male  ,0,Yes    ,Yes       ,44,Yes         ,Yes             ,No             ,No internet service,No internet service,No internet service,One year      ,No              ,Mailed check             ,25.7,California,Twentynine Palms      ,34.457829,-116.139589,54,Yes    ,Yes              ,10,Offer B,0,No             ,No            ,0.0,0,674.52,1785.02,Medium,8,0,8,Resolved
7377-DMMRI,Male  ,0,No     ,No        ,2,Yes         ,No              ,DSL            ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Electronic check         ,47.8,California,Exeter                ,36.301689,-119.018233,35,No     ,No               ,0,Offer E,11,No             ,Yes           ,0.0,0,27.46,119.91,Low,8,0,8,Resolved
6661-HBGWL,Female,1,No     ,No        ,42,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Bank transfer (automatic),104.75,California,Mineral               ,40.408796,-121.579609,69,No     ,No               ,0,None   ,12,No             ,Yes           ,0.0,0,681.24,5004.69,Low,7,1,8,Resolved
8824-RWFXJ,Male  ,0,Yes    ,Yes       ,3,Yes         ,No              ,DSL            ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Mailed check             ,56.15,California,Santa Cruz            ,36.974575,-121.991149,21,Yes    ,Yes              ,1,Offer E,52,Yes            ,Yes           ,0.0,0,87.87,256.02,Low,8,1,9,Resolved
7486-KSRVI,Male  ,0,No     ,No        ,43,Yes         ,Yes             ,Fiber optic    ,Yes                ,Yes                ,Yes                ,One year      ,Yes             ,Electronic check         ,100.0,California,Folsom                ,38.672638,-121.147403,56,No     ,No               ,0,Offer B,23,Yes            ,No            ,0.0,140,1692.91,6044.46,Low,9,0,9,NotResolved
1307-ATKGB,Male  ,0,No     ,No        ,24,Yes         ,No              ,Fiber optic    ,No                 ,No                 ,Yes                ,Month-to-month,Yes             ,Electronic check         ,89.55,California,Santa Clara           ,37.393554,-121.965114,21,No     ,No               ,0,None   ,59,Yes            ,Yes           ,0.0,0,669.84,2856.99,High,0,5,5,Resolved
0880-TKATG,Male  ,0,Yes    ,Yes       ,4,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,Month-to-month,No              ,Electronic check         ,101.15,California,Lucerne Valley        ,34.508417,-116.856103,21,Yes    ,Yes              ,3,Offer E,48,Yes            ,Yes           ,0.0,0,38.24,424.14,Low,8,0,8,Resolved
2533-TIBIX,Male  ,0,Yes    ,Yes       ,15,No          ,No phone service,DSL            ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Bank transfer (automatic),30.2,California,Oak Run               ,40.689243,-122.037023,59,Yes    ,Yes              ,8,None   ,16,No             ,Yes           ,0.0,0,0.0,469.65,High,7,1,8,NotResolved
2660-EMUBI,Male  ,1,No     ,No        ,10,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Electronic check         ,95.35,California,Fort Jones            ,41.5837,-122.935922,71,No     ,No               ,0,Offer D,14,No             ,Yes           ,0.0,0,413.7,1312.05,Low,7,1,8,NotResolved
9947-OTFQU,Male  ,1,No     ,No        ,15,Yes         ,No              ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Electronic check         ,74.4,California,Covina                ,34.097345,-117.906736,65,No     ,No               ,0,Offer D,29,No             ,Yes           ,0.0,0,436.65,1510.9499999999998,Low,8,0,8,Resolved
3685-YLCMQ,Male  ,0,No     ,No        ,58,Yes         ,Yes             ,Fiber optic    ,Yes                ,Yes                ,Yes                ,One year      ,Yes             ,Electronic check         ,104.65,California,Dobbins               ,39.381174,-121.21191,34,No     ,No               ,0,Offer B,25,Yes            ,No            ,0.0,40,2386.12,8645.720000000001,Low,6,1,7,NotResolved
0823-HSCDJ,Male  ,1,No     ,No        ,52,No          ,No phone service,DSL            ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Electronic check         ,49.15,California,Onyx                  ,35.676978,-118.101378,76,No     ,No               ,0,None   ,18,Yes            ,No            ,0.0,30,0.0,2580.9,Low,9,1,10,Resolved
0345-XMMUG,Female,0,Yes    ,No        ,46,Yes         ,Yes             ,Fiber optic    ,Yes                ,Yes                ,Yes                ,Two year      ,Yes             ,Credit card (automatic)  ,108.9,California,Ione                  ,38.33788,-120.954202,29,Yes    ,Yes              ,6,None   ,48,Yes            ,Yes           ,0.0,0,92.0,4946.3,High,1,5,6,Resolved
4903-UYAVB,Male  ,0,Yes    ,No        ,5,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,No              ,Mailed check             ,19.35,California,Lathrop               ,37.80821,-121.308401,53,Yes    ,No               ,0,Offer E,0,No             ,No            ,0.0,0,158.8,284.85,Low,9,0,9,Resolved
6513-EECDB,Male  ,1,Yes    ,No        ,1,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Electronic check         ,73.55,California,San Francisco         ,37.758085,-122.434801,75,Yes    ,No               ,0,None   ,6,No             ,Yes           ,0.0,0,36.92,110.47,Low,9,1,10,Resolved
7273-TEFQD,Male  ,1,No     ,No        ,3,No          ,No phone service,DSL            ,No                 ,No                 ,Yes                ,Month-to-month,Yes             ,Electronic check         ,41.15,California,La Puente             ,34.038983,-117.991372,67,No     ,No               ,0,Offer E,28,Yes            ,Yes           ,0.0,0,0.0,132.2,Low,9,0,9,Resolved
7779-ORAEL,Male  ,1,Yes    ,No        ,45,Yes         ,Yes             ,DSL            ,Yes                ,No                 ,Yes                ,Two year      ,No              ,Credit card (automatic)  ,75.15,California,Mi Wuk Village        ,38.121601,-120.133915,77,Yes    ,Yes              ,4,None   ,22,No             ,Yes           ,0.0,0,422.55,3902.9,Medium,1,6,7,Resolved
6650-VJONK,Male  ,0,No     ,No        ,1,Yes         ,No              ,DSL            ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Bank transfer (automatic),43.85,California,Carson                ,33.859171,-118.252272,54,No     ,No               ,0,None   ,27,No             ,No            ,0.0,10,15.9,69.75,High,1,4,5,NotResolved
6900-PXRMS,Male  ,1,Yes    ,Yes       ,26,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,Month-to-month,No              ,Electronic check         ,105.75,California,Spring Valley         ,32.730264,-116.950963,72,Yes    ,No               ,0,Offer C,18,Yes            ,No            ,0.0,90,32.76,2833.01,Low,10,1,11,Resolved
3520-FJGCV,Male  ,0,Yes    ,Yes       ,72,Yes         ,Yes             ,Fiber optic    ,Yes                ,Yes                ,Yes                ,Two year      ,Yes             ,Credit card (automatic)  ,112.6,California,San Diego             ,32.807867,-117.060993,47,Yes    ,Yes              ,2,None   ,14,Yes            ,Yes           ,0.0,0,1245.6,9372.25,Medium,7,1,8,Resolved
2921-XWDJH,Female,1,Yes    ,No        ,38,Yes         ,No              ,Fiber optic    ,No                 ,No                 ,Yes                ,Month-to-month,Yes             ,Electronic check         ,83.45,California,Glendale              ,34.167926,-118.267539,76,Yes    ,No               ,0,None   ,15,No             ,Yes           ,24.98,0,129.96,3252.13,Medium,1,5,6,Resolved
4547-LYTDD,Female,0,No     ,No        ,16,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,No              ,Electronic check         ,72.65,California,North Hollywood       ,34.1692,-118.372498,35,No     ,No               ,0,Offer D,17,No             ,Yes           ,0.0,0,751.84,1946.14,Low,7,1,8,Resolved
6921-OZMFH,Male  ,0,Yes    ,Yes       ,5,Yes         ,Yes             ,DSL            ,Yes                ,No                 ,No                 ,Month-to-month,Yes             ,Mailed check             ,55.7,California,Santa Clara           ,37.348129,-121.98469,38,Yes    ,Yes              ,3,None   ,12,No             ,Yes           ,0.0,0,94.85,354.25,Medium,0,5,5,Resolved
7176-WRTNX,Male  ,0,No     ,No        ,70,Yes         ,Yes             ,Fiber optic    ,Yes                ,Yes                ,Yes                ,Two year      ,Yes             ,Bank transfer (automatic),114.95,California,Ventura               ,34.278697,-119.167798,51,No     ,No               ,0,Offer A,30,Yes            ,Yes           ,0.0,0,1024.1,8735.35,Medium,1,3,4,Resolved
4587-NUKOX,Female,0,No     ,No        ,3,Yes         ,No              ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Electronic check         ,79.1,California,Walnut                ,34.018354,-117.85492,60,No     ,No               ,0,Offer E,2,No             ,Yes           ,0.0,0,97.29,343.79,Low,7,0,7,Resolved
3927-NLNRY,Male  ,0,Yes    ,No        ,53,Yes         ,No              ,Fiber optic    ,No                 ,Yes                ,Yes                ,One year      ,Yes             ,Bank transfer (automatic),94.25,California,Long Barn             ,38.109125,-120.078597,48,Yes    ,Yes              ,1,Offer B,9,Yes            ,Yes           ,0.0,0,835.81,5703.76,Medium,9,0,9,NotResolved
0876-WDUUZ,Female,0,No     ,No        ,5,Yes         ,No              ,Fiber optic    ,Yes                ,No                 ,Yes                ,Month-to-month,Yes             ,Credit card (automatic)  ,85.4,California,Pine Grove            ,38.400264,-120.641274,62,No     ,No               ,0,Offer E,17,Yes            ,Yes           ,0.0,0,217.55,643.4499999999999,Low,9,1,10,Resolved
7845-URHJN,Female,0,Yes    ,No        ,8,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,No              ,Bank transfer (automatic),20.15,California,Hacienda Heights      ,33.998471,-117.973758,24,Yes    ,Yes              ,1,None   ,0,No             ,No            ,0.0,0,90.8,247.05,Medium,9,1,10,Resolved
1299-AURJA,Female,0,Yes    ,Yes       ,70,Yes         ,Yes             ,No             ,No internet service,No internet service,No internet service,Two year      ,No              ,Bank transfer (automatic),24.7,California,Twain Harte           ,38.107441,-120.230625,43,Yes    ,Yes              ,8,None   ,0,No             ,No            ,0.0,0,2123.1,3809.0,High,1,6,7,Resolved
3627-FHKBK,Female,0,No     ,No        ,1,Yes         ,No              ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,No              ,Mailed check             ,75.3,California,Anaheim               ,33.83796,-117.870494,28,No     ,No               ,0,None   ,51,No             ,Yes           ,0.0,0,4.13,79.42999999999999,Low,8,0,8,Resolved
7746-QYVCO,Male  ,0,Yes    ,Yes       ,16,Yes         ,No              ,DSL            ,No                 ,No                 ,No                 ,One year      ,Yes             ,Mailed check             ,55.85,California,White Water           ,33.972293,-116.654195,57,Yes    ,Yes              ,1,Offer D,17,No             ,Yes           ,0.0,0,336.64,1194.44,Medium,1,6,7,Resolved
2446-PLQVO,Male  ,0,No     ,No        ,1,Yes         ,No              ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Electronic check         ,70.3,California,Santa Clarita         ,34.502432,-118.41459,32,No     ,No               ,0,Offer E,7,No             ,Yes           ,0.0,0,5.67,75.97,Low,7,1,8,Resolved
5687-DKDTV,Female,0,No     ,No        ,4,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,No              ,Mailed check             ,20.35,California,Bellflower            ,33.887676,-118.127289,35,No     ,No               ,0,None   ,0,No             ,No            ,0.0,0,150.64,228.14,Medium,7,1,8,Resolved
0925-VYDLG,Female,0,No     ,No        ,3,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,No              ,Electronic check         ,75.25,California,Ludlow                ,34.702766,-116.093376,40,No     ,No               ,0,None   ,25,No             ,Yes           ,0.0,0,53.61,295.61,Medium,8,1,9,Resolved
5093-FEGLU,Female,0,Yes    ,No        ,47,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Two year      ,No              ,Bank transfer (automatic),19.65,California,San Francisco         ,37.789168,-122.395009,21,Yes    ,Yes              ,1,Offer B,0,No             ,No            ,0.0,0,2157.3,3078.8499999999995,High,0,3,3,Resolved
7657-DYEPJ,Male  ,1,No     ,No        ,38,Yes         ,No              ,DSL            ,Yes                ,Yes                ,No                 ,One year      ,Yes             ,Credit card (automatic)  ,70.15,California,Los Angeles           ,34.066303,-118.435479,73,No     ,No               ,0,Offer C,30,No             ,Yes           ,0.0,0,218.5,2715.85,Medium,8,1,9,NotResolved
8647-SDTWQ,Male  ,0,Yes    ,Yes       ,57,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Electronic check         ,74.3,California,Hood                  ,38.375325,-121.507935,59,Yes    ,Yes              ,4,Offer B,22,No             ,No            ,0.0,70,2847.15,6935.5,High,6,0,6,Resolved
3315-TOTBP,Male  ,0,No     ,No        ,15,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Mailed check             ,76.0,California,Mill Creek            ,40.331975,-121.460674,29,No     ,No               ,0,Offer D,52,Yes            ,Yes           ,0.0,0,672.9,1803.75,Low,7,0,7,Resolved
6668-CNMFP,Female,0,Yes    ,Yes       ,19,Yes         ,Yes             ,Fiber optic    ,Yes                ,No                 ,Yes                ,One year      ,Yes             ,Bank transfer (automatic),89.35,California,West Hills            ,34.199787,-118.68493,24,Yes    ,Yes              ,1,None   ,52,Yes            ,Yes           ,0.0,0,701.48,2388.33,High,1,6,7,Resolved
2710-WYVXG,Female,0,No     ,No        ,3,Yes         ,No              ,DSL            ,Yes                ,No                 ,Yes                ,Two year      ,No              ,Mailed check             ,71.1,California,Sun Valley            ,34.231053,-118.338307,36,No     ,No               ,0,None   ,22,Yes            ,Yes           ,2.62,0,111.0,321.73,High,1,5,6,Resolved
5793-YOLJN,Female,0,Yes    ,Yes       ,55,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Two year      ,No              ,Mailed check             ,21.0,California,Oro Grande            ,34.647959,-117.296957,53,Yes    ,Yes              ,8,Offer B,0,No             ,No            ,0.0,0,2118.05,3328.3499999999995,Medium,1,3,4,NotResolved
5781-BKHOP,Female,0,Yes    ,No        ,72,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,No                 ,Two year      ,No              ,Bank transfer (automatic),100.65,California,Richmond              ,37.945288,-122.383941,48,Yes    ,Yes              ,10,Offer A,28,No             ,Yes           ,0.0,0,3000.96,10335.01,Medium,0,3,3,Resolved
5960-WPXQM,Male  ,0,No     ,No        ,1,Yes         ,No              ,Fiber optic    ,No                 ,Yes                ,No                 ,Month-to-month,Yes             ,Electronic check         ,79.05,California,Newberry Springs      ,34.89326,-116.505958,24,No     ,No               ,0,None   ,52,Yes            ,Yes           ,0.0,0,31.34,110.39,Low,8,0,8,Resolved
0742-NXBGR,Female,0,No     ,No        ,1,Yes         ,No              ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Electronic check         ,82.3,California,Adin                  ,41.171578,-120.913161,64,No     ,No               ,0,Offer E,28,No             ,Yes           ,0.0,0,33.41,115.71,Low,7,0,7,Resolved
3258-SYSWS,Male  ,1,No     ,No        ,72,Yes         ,Yes             ,Fiber optic    ,Yes                ,Yes                ,Yes                ,Two year      ,No              ,Bank transfer (automatic),113.8,California,Lakeside              ,32.909873,-116.906774,75,No     ,No               ,0,None   ,26,No             ,Yes           ,0.0,0,1776.2400000000002,9622.04,Medium,1,6,7,NotResolved
6305-YLBMM,Male  ,0,No     ,No        ,69,Yes         ,No              ,Fiber optic    ,Yes                ,Yes                ,Yes                ,One year      ,Yes             ,Bank transfer (automatic),104.05,California,Hood                  ,38.375325,-121.507935,50,No     ,No               ,0,None   ,24,Yes            ,Yes           ,0.0,0,173.88,7435.88,Medium,10,1,11,Resolved
7422-WNBTY,Male  ,0,Yes    ,No        ,33,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,Yes                ,Month-to-month,Yes             ,Electronic check         ,93.35,California,Green Valley Lake     ,34.244411,-117.072654,35,Yes    ,Yes              ,5,None   ,7,Yes            ,Yes           ,0.0,0,1048.0800000000002,4140.08,High,0,5,5,Resolved
2951-QOQTK,Male  ,0,No     ,Yes       ,4,Yes         ,Yes             ,Fiber optic    ,Yes                ,No                 ,No                 ,Month-to-month,No              ,Credit card (automatic)  ,80.8,California,Sacramento            ,38.608405,-121.449942,28,No     ,No               ,0,None   ,76,Yes            ,Yes           ,0.0,0,169.32,501.77,Low,7,0,7,Resolved
8990-YOZLV,Female,0,No     ,No        ,69,Yes         ,Yes             ,DSL            ,Yes                ,No                 ,No                 ,Two year      ,Yes             ,Mailed check             ,66.9,California,Hickman               ,37.605926,-120.69955,46,No     ,No               ,0,Offer A,7,No             ,Yes           ,0.0,0,959.79,5537.69,Medium,6,0,6,Resolved
