customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,state,city,latitude,longitude,age,married,referred_a_friend,number_of_referrals,offer,avg_monthly_gb_download,streaming_music,unlimited_data,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,satisfaction_level,open_issue_count,close_issue_count,support_interaction_count,resolution_status_open_closed
9820-RMCQV,Female,0,No     ,No        ,11,Yes         ,No              ,DSL            ,No                 ,No                 ,No                 ,Month-to-month,No              ,Credit card (automatic)  ,48.55,California,San Marino            ,34.122671,-118.112911,43,No     ,No               ,0,None   ,8,No             ,No            ,0.0,130,209.11,840.11,Low,9,1,10,Resolved
4918-FYJNT,Female,1,Yes    ,No        ,55,Yes         ,Yes             ,Fiber optic    ,Yes                ,No                 ,No                 ,Month-to-month,No              ,Electronic check         ,90.45,California,Los Angeles           ,34.044271,-118.185237,68,Yes    ,Yes              ,4,None   ,21,No             ,Yes           ,12.48,0,1250.6999999999998,6283.02,High,0,5,5,Resolved
3996-ZNWYK,Male  ,1,Yes    ,Yes       ,71,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Two year      ,No              ,Credit card (automatic)  ,19.8,California,Sacramento            ,38.445939,-121.496855,77,Yes    ,Yes              ,5,None   ,0,No             ,No            ,0.0,0,2280.52,3668.97,High,6,1,7,NotResolved
0506-LVNGN,Female,1,No     ,No        ,5,Yes         ,No              ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Credit card (automatic)  ,75.55,California,Rancho Cordova        ,38.591134,-121.161585,78,No     ,No               ,0,None   ,9,No             ,Yes           ,0.0,0,211.65,561.3,Low,9,0,9,Resolved
9507-EXLTT,Female,0,Yes    ,No        ,1,Yes         ,No              ,Fiber optic    ,No                 ,Yes                ,No                 ,Month-to-month,Yes             ,Bank transfer (automatic),79.35,California,Seaside               ,36.625114,-121.823565,30,Yes    ,Yes              ,2,Offer E,52,No             ,Yes           ,0.0,0,23.63,102.98,Low,7,1,8,Resolved
0156-FVPTA,Male  ,0,Yes    ,No        ,22,Yes         ,No              ,DSL            ,Yes                ,No                 ,No                 ,Month-to-month,Yes             ,Electronic check         ,54.2,California,Solvang               ,34.624399,-120.137875,48,Yes    ,Yes              ,1,Offer D,21,No             ,Yes           ,0.0,0,599.28,1751.98,Low,8,0,8,Resolved
4424-TKOPW,Male  ,1,No     ,No        ,2,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Electronic check         ,93.85,California,Crestline             ,34.248061,-117.29028,70,No     ,No               ,0,None   ,14,No             ,Yes           ,0.0,0,50.38,247.13,Low,7,1,8,Resolved
5552-ZNFSJ,Male  ,0,No     ,No        ,1,Yes         ,No              ,DSL            ,No                 ,No                 ,No                 ,Month-to-month,No              ,Electronic check         ,45.3,California,Santa Rosa            ,38.394091,-122.739814,49,No     ,No               ,0,None   ,28,No             ,Yes           ,0.0,0,34.37,79.66999999999999,Medium,6,1,7,NotResolved
3717-OFRTN,Male  ,0,No     ,No        ,1,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,No              ,Bank transfer (automatic),19.75,California,Dublin                ,37.713926,-121.928425,48,No     ,No               ,0,Offer E,0,No             ,No            ,0.0,0,5.32,25.07,High,0,5,5,Resolved
7206-PQBBZ,Male  ,1,Yes    ,No        ,11,Yes         ,No              ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Electronic check         ,70.2,California,Fontana               ,34.136367,-117.460803,76,Yes    ,Yes              ,7,Offer D,29,No             ,Yes           ,0.0,0,268.62,1103.3200000000002,Medium,0,3,3,Resolved
7625-XCQRH,Female,0,No     ,No        ,11,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Electronic check         ,76.5,California,Strathmore            ,36.141319,-119.129075,48,No     ,No               ,0,None   ,4,No             ,Yes           ,0.0,0,171.6,1009.55,Medium,7,0,7,NotResolved
1897-OKVMW,Female,0,Yes    ,Yes       ,64,Yes         ,Yes             ,DSL            ,Yes                ,Yes                ,Yes                ,Two year      ,Yes             ,Mailed check             ,90.6,California,Lathrop               ,37.80821,-121.308401,44,Yes    ,Yes              ,3,None   ,19,Yes            ,Yes           ,0.0,0,2368.0,8185.45,High,1,5,6,Resolved
3566-CAAYU,Female,0,Yes    ,Yes       ,64,No          ,No phone service,DSL            ,Yes                ,No                 ,Yes                ,Two year      ,No              ,Electronic check         ,49.85,California,Cayucos               ,35.511833,-120.918713,28,Yes    ,Yes              ,3,Offer B,59,Yes            ,Yes           ,0.0,0,0.0,3210.35,High,1,6,7,NotResolved
5980-BDHPY,Male  ,0,Yes    ,No        ,72,Yes         ,Yes             ,DSL            ,Yes                ,Yes                ,Yes                ,Two year      ,Yes             ,Bank transfer (automatic),87.1,California,Wendel                ,40.345949,-120.081187,48,Yes    ,Yes              ,5,None   ,26,Yes            ,Yes           ,0.0,0,865.4399999999999,7095.54,Medium,7,0,7,Resolved
2830-LEWOA,Male  ,0,Yes    ,Yes       ,61,Yes         ,No              ,Fiber optic    ,Yes                ,Yes                ,Yes                ,One year      ,No              ,Credit card (automatic)  ,103.9,California,Jamestown             ,37.84771,-120.486589,37,Yes    ,Yes              ,3,Offer B,19,Yes            ,Yes           ,0.0,0,2627.88,9077.03,High,0,3,3,Resolved
4124-MMETB,Male  ,0,No     ,No        ,22,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Credit card (automatic)  ,94.65,California,Lockwood              ,35.989792,-121.055933,52,No     ,No               ,0,None   ,16,Yes            ,No            ,0.0,40,1018.16,3162.71,Low,8,0,8,Resolved
3224-DFQNQ,Female,0,Yes    ,No        ,66,Yes         ,Yes             ,Fiber optic    ,Yes                ,No                 ,No                 ,One year      ,No              ,Electronic check         ,89.0,California,Carmel Valley         ,36.414611,-121.6386,59,Yes    ,Yes              ,10,None   ,8,No             ,Yes           ,0.0,0,2467.0800000000004,8365.68,Medium,0,6,6,Resolved
4432-ADRLB,Male  ,0,No     ,No        ,2,Yes         ,No              ,DSL            ,No                 ,No                 ,No                 ,Month-to-month,No              ,Mailed check             ,44.65,California,Montague              ,41.759864,-122.379175,46,No     ,No               ,0,None   ,11,No             ,No            ,0.0,10,49.8,134.7,Low,9,1,10,NotResolved
0927-LCSMG,Male  ,0,No     ,No        ,7,Yes         ,No              ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,No              ,Mailed check             ,74.65,California,San Jose              ,37.305622,-122.000887,23,No     ,No               ,0,Offer E,71,Yes            ,No            ,0.0,10,151.06,705.6099999999999,Medium,7,0,7,Resolved
4228-ZGYUW,Male  ,0,No     ,No        ,4,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,Yes                ,Month-to-month,Yes             ,Electronic check         ,90.05,California,San Francisco         ,37.791998,-122.408653,42,No     ,No               ,0,Offer E,11,Yes            ,No            ,0.0,30,48.96,447.06,Medium,9,1,10,Resolved
2276-YDAVZ,Female,0,No     ,No        ,3,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Credit card (automatic)  ,75.1,California,Wofford Heights       ,35.690535,-118.552784,63,No     ,No               ,0,Offer E,10,No             ,Yes           ,0.0,0,79.56,350.26,Medium,6,1,7,Resolved
2514-GINMM,Male  ,0,No     ,No        ,1,Yes         ,No              ,Fiber optic    ,No                 ,Yes                ,No                 ,Month-to-month,Yes             ,Electronic check         ,79.5,California,Dana Point            ,33.477923,-117.705314,60,No     ,No               ,0,Offer E,23,No             ,No            ,0.0,0,48.97,128.47,Low,9,0,9,Resolved
6330-JKLPC,Male  ,0,Yes    ,No        ,11,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Bank transfer (automatic),80.5,California,Somis                 ,34.297628,-119.014627,42,Yes    ,Yes              ,3,Offer D,27,No             ,Yes           ,0.0,0,126.5,1023.4,Low,7,0,7,Resolved
4325-NFSKC,Male  ,1,No     ,No        ,19,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,No                 ,Month-to-month,Yes             ,Electronic check         ,90.6,California,Pacific Palisades     ,34.079449,-118.548306,68,No     ,No               ,0,Offer D,25,No             ,Yes           ,0.0,0,534.28,2194.28,Low,8,0,8,NotResolved
2027-CWDNU,Male  ,0,Yes    ,Yes       ,18,Yes         ,No              ,Fiber optic    ,Yes                ,No                 ,Yes                ,Month-to-month,Yes             ,Electronic check         ,85.6,California,Venice                ,33.991782,-118.479229,45,Yes    ,Yes              ,1,None   ,28,Yes            ,Yes           ,0.0,0,504.72,2106.22,High,6,0,6,Resolved
4289-DTDKW,Male  ,0,Yes    ,No        ,40,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Electronic check         ,101.3,California,Madera                ,36.902954,-120.194274,54,Yes    ,Yes              ,1,Offer B,4,Yes            ,Yes           ,0.0,0,902.4,5015.5,Low,7,1,8,Resolved
7432-FFVAR,Female,0,Yes    ,Yes       ,46,Yes         ,No              ,Fiber optic    ,Yes                ,No                 ,Yes                ,One year      ,No              ,Bank transfer (automatic),90.95,California,Victorville           ,34.486835,-117.362274,23,Yes    ,Yes              ,2,Offer B,48,Yes            ,No            ,0.0,50,287.96,4574.56,High,0,4,4,Resolved
8752-GHJFU,Male  ,1,Yes    ,No        ,71,Yes         ,Yes             ,Fiber optic    ,Yes                ,No                 ,No                 ,One year      ,Yes             ,Electronic check         ,92.0,California,Applegate             ,38.983388,-120.988814,70,Yes    ,Yes              ,7,None   ,10,No             ,Yes           ,0.0,0,2598.6,9183.8,Medium,6,0,6,Resolved
1779-PWPMG,Female,1,Yes    ,No        ,72,Yes         ,Yes             ,Fiber optic    ,Yes                ,Yes                ,Yes                ,Two year      ,Yes             ,Bank transfer (automatic),114.65,California,San Jose              ,37.218705,-121.762429,73,Yes    ,Yes              ,1,Offer A,27,No             ,Yes           ,0.0,0,330.48,8664.43,Medium,1,3,4,Resolved
2683-BPJSO,Male  ,0,Yes    ,No        ,29,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Electronic check         ,84.45,California,Byron                 ,37.83323,-121.601461,37,Yes    ,No               ,0,None   ,12,No             ,Yes           ,0.0,0,822.73,3289.83,Low,9,0,9,Resolved
7951-QKZPL,Female,0,Yes    ,Yes       ,33,Yes         ,Yes             ,No             ,No internet service,No internet service,No internet service,Two year      ,Yes             ,Mailed check             ,24.5,California,Saint Helena          ,38.581354,-122.296283,21,Yes    ,Yes              ,1,None   ,0,No             ,No            ,35.05,0,1165.23,1870.48,Medium,7,1,8,NotResolved
5035-PGZXH,Female,0,No     ,No        ,56,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,One year      ,Yes             ,Electronic check         ,106.8,California,Chico                 ,39.745712,-121.84333,49,No     ,No               ,0,None   ,2,Yes            ,No            ,0.0,30,1816.08,7760.48,Medium,1,5,6,Resolved
8580-QVLOC,Female,1,Yes    ,Yes       ,72,Yes         ,Yes             ,DSL            ,Yes                ,Yes                ,Yes                ,Two year      ,No              ,Credit card (automatic)  ,92.45,California,Merced                ,37.40122,-120.514191,78,Yes    ,No               ,0,None   ,6,No             ,Yes           ,0.0,0,1855.44,8295.69,Low,7,1,8,Resolved
5567-WSELE,Male  ,1,Yes    ,No        ,3,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Electronic check         ,94.6,California,Richmond              ,37.945288,-122.383941,70,Yes    ,Yes              ,1,Offer E,27,No             ,Yes           ,0.0,0,96.93,376.48,Low,8,1,9,Resolved
5126-RCXYW,Male  ,0,Yes    ,Yes       ,54,No          ,No phone service,DSL            ,Yes                ,No                 ,Yes                ,Two year      ,No              ,Credit card (automatic)  ,46.0,California,Alhambra              ,34.074736,-118.145959,41,Yes    ,No               ,0,Offer B,19,Yes            ,No            ,0.0,90,0.0,2514.05,High,7,1,8,NotResolved
2575-GFSOE,Female,0,Yes    ,Yes       ,7,Yes         ,No              ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Electronic check         ,69.0,California,Graton                ,38.434362,-122.86891,25,Yes    ,Yes              ,1,Offer E,73,Yes            ,Yes           ,0.0,0,62.64999999999999,569.55,Low,6,1,7,Resolved
0917-EZOLA,Male  ,1,Yes    ,No        ,72,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,Two year      ,Yes             ,Bank transfer (automatic),104.15,California,Lakewood              ,33.847755,-118.112532,66,Yes    ,No               ,0,None   ,2,No             ,Yes           ,0.0,0,434.16,8124.11,Medium,7,1,8,Resolved
1689-MRZQR,Male  ,0,Yes    ,Yes       ,34,Yes         ,No              ,Fiber optic    ,No                 ,Yes                ,No                 ,Month-to-month,No              ,Electronic check         ,78.3,California,Turlock               ,37.529656,-120.854357,36,Yes    ,Yes              ,1,None   ,12,No             ,Yes           ,0.0,0,457.3,3021.6000000000004,Medium,7,1,8,Resolved
2115-BFTIW,Male  ,0,No     ,No        ,25,Yes         ,No              ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,No              ,Mailed check             ,70.95,California,Clearlake Oaks        ,39.07116,-122.598542,52,No     ,No               ,0,None   ,18,No             ,No            ,0.0,20,622.75,2410.1,Low,7,1,8,Resolved
9272-LSVYH,Male  ,0,No     ,No        ,10,Yes         ,No              ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,No              ,Mailed check             ,70.15,California,Courtland             ,38.311609,-121.554034,23,No     ,No               ,0,None   ,85,No             ,Yes           ,0.0,0,42.9,778.4,Medium,7,1,8,Resolved
3050-GBUSH,Female,0,No     ,No        ,3,No          ,No phone service,DSL            ,No                 ,Yes                ,No                 ,Month-to-month,Yes             ,Credit card (automatic)  ,34.8,California,Burlingame            ,37.57028,-122.365778,25,No     ,No               ,0,None   ,46,No             ,Yes           ,0.0,0,0.0,113.95,High,6,0,6,Resolved
9885-CSMWE,Female,1,No     ,No        ,1,Yes         ,No              ,Fiber optic    ,No                 ,Yes                ,No                 ,Month-to-month,No              ,Electronic check         ,78.45,California,Los Angeles           ,34.027337,-118.28515,65,No     ,No               ,0,Offer E,13,No             ,Yes           ,0.0,0,18.37,96.82,Low,6,1,7,Resolved
5895-QSXOD,Male  ,0,No     ,No        ,9,Yes         ,No              ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,No              ,Mailed check             ,70.05,California,Alleghany             ,39.467828,-120.841386,42,No     ,No               ,0,None   ,24,No             ,Yes           ,0.0,0,434.25,1091.75,Medium,6,1,7,Resolved
8621-MNIHH,Female,1,Yes    ,No        ,34,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,Yes                ,Month-to-month,Yes             ,Electronic check         ,94.25,California,Madison               ,38.674276,-121.961866,75,Yes    ,Yes              ,1,None   ,4,No             ,Yes           ,0.0,0,97.92,3315.4700000000003,Low,8,0,8,NotResolved
4351-QLCSU,Female,0,No     ,No        ,1,Yes         ,No              ,DSL            ,No                 ,Yes                ,No                 ,Month-to-month,Yes             ,Credit card (automatic)  ,55.0,California,Quincy                ,39.971228,-121.041166,47,No     ,No               ,0,None   ,26,No             ,Yes           ,0.0,0,32.74,87.74000000000001,Low,9,1,10,Resolved
6741-QRLUP,Female,0,No     ,No        ,63,Yes         ,Yes             ,DSL            ,Yes                ,No                 ,Yes                ,Two year      ,Yes             ,Credit card (automatic)  ,80.3,California,Olema                 ,38.052209,-122.775567,50,No     ,No               ,0,None   ,26,Yes            ,Yes           ,0.0,0,1974.42,6969.77,Medium,7,1,8,Resolved
3723-BFBGR,Male  ,1,No     ,No        ,24,Yes         ,Yes             ,DSL            ,No                 ,No                 ,No                 ,Month-to-month,No              ,Credit card (automatic)  ,54.8,California,Borrego Springs       ,33.200369,-116.192313,74,No     ,No               ,0,None   ,27,No             ,No            ,0.0,110,207.84,1609.14,High,1,3,4,Resolved
6303-KFWSL,Female,0,No     ,No        ,29,Yes         ,Yes             ,DSL            ,No                 ,No                 ,No                 ,One year      ,Yes             ,Electronic check         ,55.25,California,Los Angeles           ,34.052917,-118.255178,28,No     ,No               ,0,None   ,69,No             ,Yes           ,0.0,0,1141.15,2761.3500000000004,High,0,6,6,Resolved
7030-FZTFM,Male  ,0,Yes    ,Yes       ,72,Yes         ,Yes             ,Fiber optic    ,Yes                ,Yes                ,Yes                ,Two year      ,No              ,Credit card (automatic)  ,110.9,California,Gonzales              ,36.52588,-121.396719,31,Yes    ,Yes              ,5,Offer A,11,Yes            ,No            ,0.0,130,3263.04,11315.79,High,0,3,3,Resolved
4759-TRPLW,Male  ,0,No     ,No        ,1,Yes         ,No              ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,No              ,Electronic check         ,70.4,California,Long Beach            ,33.778436,-118.118648,40,No     ,No               ,0,Offer E,15,No             ,Yes           ,0.0,0,29.63,100.03,Low,7,0,7,Resolved
5656-MJEFC,Male  ,0,Yes    ,Yes       ,42,No          ,No phone service,DSL            ,Yes                ,Yes                ,No                 ,Two year      ,No              ,Credit card (automatic)  ,48.15,California,Victorville           ,34.486835,-117.362274,48,Yes    ,Yes              ,10,Offer B,8,No             ,Yes           ,0.0,0,0.0,2032.3,High,0,3,3,Resolved
9889-TMAHG,Male  ,1,No     ,No        ,8,Yes         ,No              ,Fiber optic    ,Yes                ,Yes                ,Yes                ,Month-to-month,No              ,Credit card (automatic)  ,100.3,California,Fremont               ,37.516791,-121.899117,66,No     ,No               ,0,None   ,27,Yes            ,Yes           ,0.0,0,92.56,924.91,Low,7,1,8,Resolved
1767-TGTKO,Female,0,Yes    ,Yes       ,8,Yes         ,No              ,DSL            ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Electronic check         ,45.45,California,Dana Point            ,33.477923,-117.705314,30,Yes    ,No               ,0,Offer E,51,No             ,Yes           ,0.0,0,40.72,452.47,High,1,5,6,Resolved
3719-TDVQB,Female,1,Yes    ,No        ,54,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Two year      ,Yes             ,Mailed check             ,18.95,California,Ripon                 ,37.750778,-121.13238,68,Yes    ,Yes              ,3,None   ,0,No             ,No            ,0.0,0,1292.76,2323.86,High,1,3,4,Resolved
5882-CMAZQ,Female,0,Yes    ,Yes       ,5,No          ,No phone service,DSL            ,Yes                ,No                 ,No                 ,Month-to-month,No              ,Electronic check         ,34.25,California,National City         ,32.67102,-117.095235,52,Yes    ,Yes              ,9,None   ,19,No             ,Yes           ,0.0,0,0.0,163.55,High,0,3,3,Resolved
3195-TQDZX,Male  ,0,No     ,No        ,3,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,Yes             ,Electronic check         ,20.25,California,Elk Creek             ,39.53222,-122.594879,19,No     ,No               ,0,None   ,0,No             ,No            ,0.0,0,4.71,66.16,High,0,5,5,Resolved
5299-RULOA,Female,0,Yes    ,Yes       ,10,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Electronic check         ,100.25,California,Whittier              ,33.976678,-118.065875,62,Yes    ,Yes              ,1,None   ,30,Yes            ,Yes           ,0.0,0,244.8,1309.45,Low,8,1,9,Resolved
2018-PZKMU,Male  ,0,Yes    ,Yes       ,9,Yes         ,No              ,Fiber optic    ,Yes                ,Yes                ,Yes                ,Month-to-month,No              ,Electronic check         ,103.1,California,Santa Ana             ,33.748478,-117.858918,32,Yes    ,Yes              ,10,Offer E,57,Yes            ,Yes           ,18.62,0,399.33,1351.16,High,6,0,6,Resolved
7938-OUHIO,Male  ,0,No     ,No        ,3,Yes         ,No              ,Fiber optic    ,Yes                ,Yes                ,Yes                ,Month-to-month,Yes             ,Electronic check         ,98.7,California,Mill Valley           ,37.901371,-122.572024,28,No     ,No               ,0,Offer E,73,Yes            ,Yes           ,0.0,0,98.28,391.93,Medium,7,1,8,Resolved
8990-YOZLV,Female,0,No     ,No        ,69,Yes         ,Yes             ,DSL            ,Yes                ,No                 ,No                 ,Two year      ,Yes             ,Mailed check             ,66.9,California,Hickman               ,37.605926,-120.69955,46,No     ,No               ,0,Offer A,7,No             ,Yes           ,0.0,0,959.79,5537.69,Medium,6,0,6,Resolved
7779-ORAEL,Male  ,1,Yes    ,No        ,45,Yes         ,Yes             ,DSL            ,Yes                ,No                 ,Yes                ,Two year      ,No              ,Credit card (automatic)  ,75.15,California,Mi Wuk Village        ,38.121601,-120.133915,77,Yes    ,Yes              ,4,None   ,22,No             ,Yes           ,0.0,0,422.55,3902.9,Medium,1,6,7,Resolved
6038-GCYEC,Female,0,No     ,No        ,24,No          ,No phone service,DSL            ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Credit card (automatic)  ,54.15,California,Palm Desert           ,33.762759,-116.324817,25,No     ,No               ,0,Offer C,52,Yes            ,Yes           ,0.0,0,0.0,1240.25,Low,9,1,10,Resolved
8495-LJDFO,Female,1,No     ,No        ,64,Yes         ,Yes             ,Fiber optic    ,Yes                ,Yes                ,Yes                ,Month-to-month,Yes             ,Bank transfer (automatic),108.95,California,Rancho Santa Margarita,33.624654,-117.611733,76,No     ,No               ,0,None   ,24,No             ,Yes           ,0.0,0,1463.04,8574.34,High,1,3,4,Resolved
5151-HQRDG,Male  ,0,Yes    ,No        ,37,Yes         ,Yes             ,DSL            ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Mailed check             ,55.05,California,Placerville           ,38.733714,-120.795213,57,Yes    ,Yes              ,6,None   ,10,No             ,Yes           ,0.0,0,1014.17,3044.92,High,1,3,4,NotResolved
6017-PPLPX,Male  ,0,Yes    ,Yes       ,20,Yes         ,No              ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Electronic check         ,70.45,California,Daly City             ,37.691561,-122.445202,47,Yes    ,Yes              ,1,None   ,8,No             ,Yes           ,0.0,0,329.79999999999995,1800.75,Low,8,1,9,NotResolved
4505-EXZHB,Female,1,No     ,No        ,6,Yes         ,No              ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,No              ,Electronic check         ,74.4,California,Ducor                 ,35.846067,-119.004073,75,No     ,No               ,0,Offer E,27,No             ,No            ,0.0,20,53.46,507.56,Low,10,1,11,NotResolved
2197-OMWGI,Female,1,Yes    ,Yes       ,68,No          ,No phone service,DSL            ,No                 ,Yes                ,Yes                ,Two year      ,Yes             ,Electronic check         ,53.0,California,Los Angeles           ,34.043144,-118.251977,65,Yes    ,Yes              ,4,None   ,23,Yes            ,Yes           ,0.0,0,0.0,3656.25,High,0,4,4,Resolved
7459-RRWQZ,Female,0,No     ,No        ,15,Yes         ,Yes             ,DSL            ,No                 ,No                 ,Yes                ,Month-to-month,Yes             ,Bank transfer (automatic),64.65,California,Shasta                ,40.617614,-122.512861,51,No     ,No               ,0,Offer D,26,Yes            ,Yes           ,0.0,0,713.55,1708.1,Low,8,1,9,Resolved
2955-BJZHG,Male  ,0,Yes    ,Yes       ,17,Yes         ,No              ,Fiber optic    ,No                 ,Yes                ,No                 ,Month-to-month,No              ,Electronic check         ,80.85,California,Apple Valley          ,34.424926,-117.184503,41,Yes    ,Yes              ,1,None   ,3,No             ,Yes           ,0.0,0,282.37,1683.2199999999998,Low,7,0,7,NotResolved
2229-DPMBI,Female,0,Yes    ,Yes       ,8,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Two year      ,No              ,Mailed check             ,19.5,California,Blairsden Graeagle    ,39.783747,-120.661032,19,Yes    ,Yes              ,10,None   ,0,No             ,No            ,0.0,0,105.68,267.83000000000004,High,0,6,6,Resolved
